id,title,summary,body,target
"10010","許可事項の変更の報告","漁船の建改造等の許可を受けた後、その許可の内容（計画）のうち許可事項じゃない部分（主には「船名」です。）を変更したい場合は、許可者（農林水産大臣または都道府県知事）に対して変更の報告が必要です。","","漁船法に基づく、漁船の建改造許可を受けた人。"
"10009","許可事項の変更の許可","漁船の建改造等の許可を受けた後、その許可の内容（計画）を変更したい場合は、許可者（農林水産大臣または都道府県知事）に対して変更の許可の申請が必要です。","","漁船法に基づく、漁船の建改造許可を受けた人。"
"10001","やまなし食の安全・安心ポータルサイト","食品表示に関する制度や山梨県の取組など、食の安全・安心に関する情報を掲載しています。","* 食品添加物や放射性物質、病原性大腸菌など食品の安全性に関わる物質や病原菌の説明* 食品表示法に関する情報* 食の安全に関する相談受付窓口「食品安全110番」のお問い合わせフォーム* 食の安全・安心に係る県の取り組み（条例、計画や制度等）* リスクコミュニケ―ション（食に関するイベント等）の情報* 食品の自主回収報告の状況* 食の安全トピックス* 資料集、リンク集","一般県民・事業者"
"1878","外国人総合相談窓口","「外国人総合相談窓口」では，鹿児島県内にお住まいの外国人の方々が，在留資格や雇用，医療，福祉，出産・子育て，子どもの教育などの生活に関する適切な情報や相談場所に迅速に到達できるよう，多言語で情報提供や相談を行っています。","「外国人総合相談窓口」では，鹿児島県内にお住まいの外国人の方々が，在留資格や雇用，医療，福祉，出産・子育て，子どもの教育などの生活に関する適切な情報や相談場所に迅速に到達できるよう，多言語で情報提供や相談を行っています。・場所かごしま県民交流センター1階国際交流プラザ内（鹿児島市山下町14番50号）・開設日時火曜日～日曜日，午前9時～午後5時月曜日が祝日の場合は開所し，翌火曜日が休み年末年始（12月29日～1月3日）を除く。・対応言語22言語日本語，英語，ベトナム語は相談窓口で対応します。その他の言語（中国語，タガログ語，韓国語，インドネシア語，ネパール語，クメール語，タイ語，ミャンマー語，ポルトガル語，スペイン語，マレー語，フランス語，ロシア語，ドイツ語，イタリア語，モンゴル語，シンハラ語，ヒンディー語，ベンガル語）は，多言語コールセンターなどを活用します。![](https://seidofile.myseido-navi.go.jp/seidoimage/267c1275-e744-4193-b757-3fea72fd370b)　![](https://seidofile.myseido-navi.go.jp/seidoimage/6359e9b1-ed16-44be-97af-3a8bb95f8c9f)[チラシ表データ(PDF)](https://www.pref.kagoshima.jp/af21/documents/74297_20190909190048-1.pdf)[チラシ裏データ(PDF)](https://www.pref.kagoshima.jp/af21/documents/74297_20191119172740-1.pdf)","鹿児島県内にお住いの外国人の方在留外国人関連の相談をしたい日本人の方"
"1754","電子帳簿等保存制度","納税者の方の事務負担やコスト負担の軽減などを図るため、一定の帳簿書類については、コンピュータ作成の帳簿書類を紙に出力することなく、ハードディスクなどに記録した電子データのままで保存できる制度があります。","①　文書保存の負担軽減を図る観点から、各税法で保存が義務づけられている帳簿書類は、一定の要件を満たすことにより、プリントアウトせずに、作成した電子データのまま保存することができます。②　文書保存の負担軽減を図る観点から、各税法で保存が義務づけられている書類は、一定の要件を満たすことにより、紙のままではなくスキャナで読み取った電子データの形式で保存することができます。","①　自己が作成する国税関係帳簿書類の全部または一部について、電子データによる備付け並びに電子データまたはCOMによる保存を行おうとする保存義務者②　国税関係書類(決算関係書類等財務省令で定めるものを除きます。)の全部または一部について、その国税関係書類に記載されている事項をスキャナにより電子データ化して保存しようとする保存義務者"
"963","ひとり親家庭の親および寡婦の就業に関する相談","ひとり親家庭の親および寡婦の就業に関する相談を受け付けます。","ひとり親サポートセンターでは、就業に関する相談から、自立支援プログラムの策定、就業支援講習会の開催、ハローワークと連携した求人情報の提供まで一貫した就業支援を行っているほか、養育費相談にも対応しています。","ひとり親家庭の親および寡婦"
"4901","災害弔慰金","災害により死亡された方のご遺族に対して、災害弔慰金を支給します。","* 災害により死亡された方のご遺族に対して、災害弔慰金の支給等に関する法律に基づき､災害弔慰金を支給します。* 災害弔慰金の支給額は次のとおりです。 * 生計維持者が死亡した場合：市町村条例で定める額（５００万円以下）を支給 * その他の者が死亡した場合：市町村条例で定める額（２５０万円以下）を支給","* 災害により死亡した方のご遺族です。* ご遺族の範囲ア．配偶者、子、父母、孫、祖父母イ．上記のいずれも存しない場合には兄弟姉妹（死亡した者の死亡当時その者と同居し、又は生計を同じくしていた者に限る）※対象となる災害は、自然災害で１市町村において住居が５世帯以上滅失した災害等です。"
"4902","災害障害見舞金","災害による負傷、疾病で精神又は身体に著しい障害が出た場合、災害障害見舞金を支給します。","* 災害による負傷、疾病で精神又は身体に著しい障害が出た場合、災害弔慰金の支給等に関する法律に基づき､災害障害見舞金を支給します。* 災害障害見舞金の支給額は次のとおりです。 * 生計維持者が重度の障害を受けた場合：市町村条例で定める額（２５０万円以下）を支給 * その他の者が重度の障害を受けた場合：市町村条例で定める額（１２５万円以下）を支給","* 災害により以下のような重い障害を受けた方です。 1. 両眼が失明した人 2. 咀嚼（そしゃく）及び言語の機能を廃した人 3. 神経系統の機能又は精神に著しい障害を残し、常に介護を要する人 4. 胸腹部臓器の機能に著しい障害を残し、常に介護を要する人 5. 両上肢をひじ関節以上で失った人 6. 両上肢の用を全廃した人 7. 両下肢をひざ関節以上で失った人 8. 両下肢の用を全廃した人 9. 精神又は身体の障害が重複する場合における当該重複する障害の程度が前各項目と同程度以上と認められる人※対象となる災害は、自然災害で１市町村において住居が５世帯以上滅失した災害等です。"
"4904","災害援護資金","災害により負傷又は住居、家財の損害を受けた方に対して、生活の再建に必要な資金を貸し付けます。","* 災害により負傷又は住居、家財の損害を受けた方に対して、災害弔慰金の支給等に関する法律に基づき、生活の再建に必要な資金を貸し付けます。貸付限度額等は次のとおりです。<table><tbody><tr><th rowspan=10>貸付限度額</th><td colspan=2>①世帯主に１か月以上の負傷がある場合</td></tr><tr><td>　ア 当該負傷のみ</td><td>150万円</td></tr><tr><td>　イ 家財の３分の１以上の損害</td><td>250万円</td></tr><tr><td>　ウ 住居の半壊</td><td>270万円</td></tr><tr><td>　エ 住居の全壊</td><td>350万円</td></tr><tr><td colspan=2>②世帯主に１か月以上の負傷がない場合</td></tr><tr><td>　ア 家財の３分の１以上の損害</td><td>150万円</td></tr><tr><td>　イ 住居の半壊</td><td>170万円</td></tr><tr><td>　ウ 住居の全壊（エの場合を除く）</td><td>250万円</td></tr><tr><td>　エ 住居の全体の滅失又は流失</td><td>350万円</td></tr><tr><th>貸 付 利 率</th><td colspan=2>年３％以内で条例で定める率（据置期間中は無利子）</td></tr><tr><th>据 置 期 間</th><td colspan=2>３年以内（特別の場合５年）</td></tr><tr><th>償 還 期 間</th><td colspan=2>10年以内（据置期間を含む）</td></tr></tbody></table>","* 以下のいずれかの被害を受けた世帯の世帯主が対象です。 1. 世帯主が災害により負傷し、その療養に要する期間が概ね１か月以上 2. 家財の１／３以上の損害 3. 住居の半壊又は全壊・流出* 所得制限があります。表の額以下の場合が対象です。<table><tbody><tr><th>世帯人員 </th><th>市町村民税における前年の総所得金額</th></tr><tr><th>１人</th><td>220万円</td></tr><tr><th>２人</th><td>430万円</td></tr><tr><th>３人</th><td>620万円</td></tr><tr><th>４人</th><td>730万円</td></tr><tr><th>５人以上</th><td>１人増すごとに730万円に30万円を加えた額。 <br>ただし、住居が滅失した場合は1,270万円とします。</td></tr></tbody></table>※対象となる災害は、自然災害で都道府県において災害救助法が適用された市町村が１以上ある場合などの災害です。"
"4906","母子父子寡婦福祉資金貸付金","母子家庭や父子家庭、寡婦を対象に、経済的な自立と生活の安定を図るために必要な経費を貸し付けます。","* 母子父子寡婦福祉資金とは、母子家庭や父子家庭、寡婦を対象に、経済的な自立と生活の安定を図るために必要な経費を貸し付けるものです。* 災害により被災した母子家庭及び父子家庭並びに寡婦に対しては、償還金の支払猶予などの特別措置を講じます。","* 母子福祉資金（以下のいずれかに該当する方が対象です。） 1. 母子家庭の母（配偶者のない女子で現に児童を扶養している方） 2. 母子・父子福祉団体（法人） 3. 父母のいない児童（20 歳未満）* 父子福祉資金（以下のいずれかに該当する方が対象です。） 1. 父子家庭の父（配偶者のない男子で現に児童を扶養している方） 2. 母子・父子福祉団体（法人） 3. 父母のいない児童（20 歳未満）* 寡婦福祉資金（以下のいずれかに該当する方が対象です。） 1. 寡婦（かつて母子家庭の母であった方） 2. 40 歳以上の配偶者のいない女子であって、母子家庭の母及び寡婦以外の方"
"4909","教科書等の無償給与（災害救助法）","災害により学用品を失った児童・生徒に対して、教科書や教材、文房具、通学用品を支給します。","* 災害救助法に基づく学用品の給付は、災害により学用品を失った児童・生徒に対して、教科書や教材、文房具、通学用品を支給します。","* 災害救助法が適用された市町村において、住宅に被害を受け学用品を失った小・中学校、高等学校等の児童・生徒（特別支援学校、養護学校の小学児童及び中学部生徒、中等教育学校、特別支援学校の高等部、高等専門学校、専修学校及び各種学校の生徒を含む）が対象です。"
"4910","特別支援学校等への就学奨励事業","被災により、特別支援学校等への就学が経済的に困難となった幼児、児童又は生徒の保護者等を対象に、通学費、学用品費、学校給食費、修学旅行費等を援助します。","* 被災により、特別支援学校等への就学が経済的に困難となった幼児、児童又は生徒の保護者等を対象に、就学に必要な通学費、学用品費、学校給食費、修学旅行費等を援助します。","* 被災により新たに特別支援教育就学奨励費事業の対象となった世帯及び支弁区分が変更となった世帯"
"4912","高等学校授業料等減免措置","災害による経済的な理由によって授業料等の納付が困難な生徒を対象に、授業料、受講料、入学料及び入学者選抜手数料等の徴収猶予又は減額、免除します。","* 災害による経済的な理由によって授業料等の納付が困難な生徒を対象に、授業料、受講料、入学料及び入学者選抜手数料等の徴収猶予又は減額、免除します。","* 地方公共団体の長が天災その他特別の事情のある場合において減免を必要とすると認める方が対象です。"
"4913","高校生等奨学給付金","低所得世帯や、災害等により非課税相当となった世帯を対象に授業料以外の教育費負担を軽減するために支給します。","* 低所得世帯の授業料以外の教育費負担を軽減するために支給する高校生等奨学給付金において、災害等により家計が急変し、非課税相当となった世帯の生徒も支援の対象となります。","* 都道府県が家計急変による経済的理由から住民税非課税世帯に相当すると認める方が対象です。"
"4914","高等教育の修学支援新制度（家計が急変した学生）","住民税非課税世帯とそれに準ずる世帯を対象に、給付型奨学金と授業料等減免による支援を行います。","* 住民税非課税世帯とそれに準ずる世帯を対象に，学生生活に必要な生活費等をカバーする給付型奨学金と授業料等減免による支援を行う制度です。","* 通常は、前年度の課税標準額により審査を行いますが、災害等の影響で家計が急変した場合には，家計急変後の収入見込みにより審査し、所得要件等を満たした方が対象です。"
"4915","大学等授業料等減免措置","災害により授業料等の納付が困難な学生を対象に、各学校において授業料等の減額、免除を行います。","* 災害により、家計が急変した等の理由により授業料等の納付が困難な学生を対象に、各学校（大学、短期大学、大学院、高等専門学校）において授業料等の減額、免除を行います。※具体的な基準や減免額などは、学校ごとに異なります。","* 各大学等において、減免等を必要とすると認める方が対象です。"
"4916","国の教育ローン","入学資金・在学資金等の教育資金を融資します。","* 入学資金・在学資金等の教育資金を融資するものです。* 貸付限度額等は次のとおりです。<table><tbody><tr><th>貸付限度額</th><td colspan=2>学生・生徒1人あたり350万円以内</td></tr><tr><th>対 象 経 費</th><td>学校納付金、受験にかかった費用、教科書代、定期代、下宿代等</td></tr><tr><th>保 証 人 等</th><td>（公財）教育資金融資保証基金または連帯保証人（学生・生徒の4親等以内の親族（学生・生徒の配偶者は除く）に限る）が必要</td></tr></tbody></table>※金利については株式会社日本政策金融公庫、沖縄振興開発金融公庫にご確認ください。","* 世帯の年収（所得）に関する上限額の設定（所得制限）あり"
"4917","緊急採用奨学金","災害等により、家計が急変した学生・生徒に対して、奨学金を貸与します。","* 災害等により、家計が急変した学生・生徒に対して、緊急採用奨学金の貸与を実施します。","* 大学、短期大学、大学院、高等専門学校、専修学校（専門課程）の学生・生徒"
"4918","児童扶養手当等の特別措置","被災者に対する児童扶養手当・特別児童扶養手当・特別障害者手当・障害児福祉手当に対する、所得制限の特例措置です。","* 被災者に対する児童扶養手当・特別児童扶養手当・特別障害者手当・障害児福祉手当について、所得制限の特例措置を講じます。","* 障害者・児のいる世帯、児童扶養手当受給者世帯"
"4919","地方税の特別措置","被災者に対する地方税を一部軽減又は免除します。","* 地方税の減免災害により被害を受けた場合、被災納税者の地方税 (個人住民税、固定資産税、自動車税など)について、一部軽減又は免除を受けることができます。* 徴収の猶予災害により被害を受けた場合、被災納税者の地方税について、その徴収の猶予を受けることができます。* 期限の延長災害により申告・納付等を期限までにできない方は、その期限が延長されます。これには、都道府県・市町村が条例で一律に期限を延長している場合と都道府県・市町村への申請により延長が認められる場合があります。一律に期限を延長している場合には手続きは必要ありません。詳しくは、お住まいの都道府県・市町村にお問い合わせください。","* 災害によりその財産等に被害を受けた方のうち、一定の要件を満たす方が対象となります。"
"4920","国税の特別措置","被災等により申告、納付が困難な場合、その期限を延長します。","* 申告などの期限の延長災害などの理由により申告、納付などをその期限までにできない場合、その理由のやんだ日から２か月以内の範囲でその期限が延長されます。これには、地域指定による場合と個別指定による場合とがあります。* 納税の猶予災害などにより被害を受けた場合、税務署長に申請をすることにより、納税の猶予を受けることができます。* 予定納税の減額所得税の予定納税をされる方が災害により損失を受けた場合、税務署長に申請をすることにより、災害が発生した後に納期限の到来する予定納税について、減額を受けることができます。* 給与所得者の源泉所得税及び復興特別所得税の徴収猶予など災害により住宅や家財などに損害を受けた場合、給与所得者が税務署長に申請（一定のものについてはその支払者を経由して税務署長に申請）をすることにより所得金額の見積額に応じて源泉所得税及び復興特別所得税の徴収猶予や還付を受けることができます。* 所得税の軽減災害により住宅や家財などに損害を受けた場合、確定申告で、１．所得税法に定める雑損控除の方法、２．災害減免法に定める税金の軽減免除による方法のどちらか有利な方法を選ぶことによって、所得税の全部又は一部を軽減することができます。","* 申告などの期限の延長については、災害によりその期限までに申告、納付などをすることができないと認められる方が対象です。* 納税の猶予については、納税者（源泉徴収義務者を含みます。）で災害により全積極財産の概ね１/５以上の損失を受けた方又は災害などにより被害を受けたことに基づき国税を一時に納付することができないと認められる方など一定の要件を満たす方が対象です。* 予定納税の減額については、所得税の予定納税をされる方で災害により損失を受け、その年の税額が前年より減少することが見込まれる方が対象です。* 給与所得者の源泉所得税及び復興特別所得税の徴収猶予については、災害による住宅や家財の損害額がその住宅や家財の価額の１/２以上で、かつ、その年分の所得金額の見積額が1,000 万円以下である方などが対象です。* 雑損控除については、災害により生活に通常必要な資産に損害を受けた方、災害に関連してやむを得ない支出（災害関連支出）をした方が対象です。また、所得税についての災害減免法に定める税金の軽減免除については、損害額が住宅や家財の価額の１/２以上で、被害を受けた年分の所得金額が1,000 万円以下の方が対象です。"
"4925","放送受信料の免除","被災により、NHKの放送受信料の支払が困難な場合、その支払を一定期間免除します。","* 災害により被害を受けた受信契約者の放送受信料が一定期間免除されることがあります。http://www.nhk-cs.jp/jushinryo/exemption_1.html","* 受信契約の住所の建物が、半壊・半焼又は床上浸水以上程度の被害を受けた方"
"4926","被災者（個人・個人事業主）の債務整理支援"," 被災により、個人の住宅ローンや個人事業主の借入金の返済が困難な場合、債務の免除等を受けることができます。","* 住宅ローンを借りている個人の方や、事業に必要な資金を借りている個人事業主の方で、自然災害（注）の影響によって災害前の借入の返済が困難となった方は、「自然災害による被災者の債務整理に関するガイドライン」を利用することにより、破産手続などの法的な手続によらず、債務の免除等を受けられます。（注）平成27 年9 月2 日以降に災害救助法の適用を受けた自然災害* ガイドラインによる債務整理のメリットは次のとおりです。 * 財産の一部を、ローンの支払いに充てずに、手元に残すことができます。 * 破産等の手続とは異なり、債務整理をしたことは、個人信用情報として登録されないため、その後の新たな借入れに影響が及びません。 * 国の補助により弁護士等の「登録支援専門家」による手続支援を無料で受けることができます。","* 自然災害の影響によって、災害前の住宅ローンや事業性ローン等の借入を弁済することができないまたは近い将来において弁済できないことが確実と見込まれる個人の債務者が対象になります。"
"4929","未払賃金立替払制度","企業倒産により賃金未払いの状態で退職した労働者に対して、未払賃金の一部を事業主に代わって支払います。","* 企業倒産により賃金が支払われないまま退職した労働者に対して、未払賃金の一部を、独立行政法人労働者健康安全機構が事業主に代わって支払います。* 対象となる未払賃金は、労働者が退職した日の６カ月前から立替払請求日の前日までに支払期日が到来している定期賃金と退職手当のうち未払となっているものです（上限有り）。ボーナスは立替払の対象とはなりません。また、未払賃金の総額が２万円未満の場合も対象とはなりません。* 立替払した場合は、独立行政法人労働者健康安全機構がその分の賃金債権を代位取得し、本来の支払責任者である使用者に求償します。","* 次に掲げる要件を満たしている場合は立替払を受けることができます。 1.  使用者が、   1-1. 労災保険の適用事業に該当する事業を行っていたこと   1-2. １年以上事業活動を行っていたこと   1-3.  ア．法律上の倒産（破産、特別清算、民事再生、会社更生の場合）をしたこと この場合は、破産管財人等に倒産の事実等を証明してもらう必要があります。 イ．事実上の倒産（中小企業が事業活動を停止し、再開する見込みがなく、賃金支払能力がない場合）をしたことこの場合は、労働基準監督署長の認定が必要です。労働基準監督署に認定の申請を行って下さい。 2. 労働者が、 倒産について裁判所への申立て等（法律上の倒産の場合）又は労働基準監督署への認定申請（事実上の倒産の場合）が行われた日の６か月前の日から２年の間に退職した者であること"
"4930","雇用保険の失業等給付","労働者が失業した場合等に、求職者給付、就職促進給付、教育訓練給付、雇用継続給付を支給します。また、雇用される事業所が休業した場合、雇用保険の基本手当を支給します。","* 労働者が失業してその所得の源泉を喪失した場合等に、生活及び雇用の安定並びに就職の促進のために、求職者給付、就職促進給付、教育訓練給付、雇用継続給付を一定の要件を満たした方に支給します。* 災害により雇用される事業所が休業することとなったため、一時的な離職又は休業を余儀なくされた方に雇用保険の基本手当を支給する特例措置を実施します。","* 災害救助法の適用を受ける市町村に所在する事業所に雇用される方で、事業所が災害を受け、やむを得ず休業することとなったため、一時的に離職を余儀なくされ、離職前の事業主に再雇用されることが予定されている方が対象です。* 激甚災害法第25 条の規定が適用された場合に、激甚災害法の適用を受ける地域に所在する事業所に雇用される方で、事業所が災害を受け、やむを得ず休業することになったため、休業を余儀なくされた方が対象です。"
"4931","ハロートレーニング（公的職業訓練）","災害により離職した場合、無料で職業訓練が受けられます。また、訓練期間中の生活支援のための給付金が支給される制度もあります。","* 災害により離職した者が、再就職のための技能や知識を身につける必要がある場合、無料で職業訓練が受けられます。* また、一定の要件を満たす場合、訓練期間中の生活を支援するための給付金が支給される制度もあります。https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/jinzaikaihatsu/hellotraining_top.html","* 災害により離職した者が、再就職のために職業訓練を受けて技能や知識を身につけることが必要で、かつその訓練を受けるために必要な能力等を有するなどの要件を満たしており、公共職業安定所長の受講あっせんを受けた者が対象です。"
"4933","法的トラブル等に関する情報提供","法テラス地方事務所や法テラス・サポートダイヤル等において、法的トラブルの解決に役立つ法制度や適切な窓口を無料で案内します。","* 全国の日本司法支援センター（法テラス）地方事務所や全国統一窓口である法テラス・サポートダイヤル等において、利用者から面談、電話等によって問い合わせを受け付け、その内容に応じて、法的トラブルの解決に役立つ法制度や適切な窓口を無料で案内します。","* 利用に際して制限はありません（法的トラブルかどうかわからない方も、お気軽にお問い合わせください）。"
"4934","弁護士費用の立替等に係る民事法律扶助制度","法テラスにて、経済的に余裕のない方が法的トラブルにあったときに、無料法律相談、弁護士又は司法書士費用の立替え等の援助を行います。","日本司法支援センター（法テラス）では、経済的に余裕のない方が法的トラブルにあったときに、次の援助を行います。* 弁護士又は司法書士による無料法律相談（「法律相談援助」）* 裁判所における民事・家事及び行政事件に関する手続又はそれに先立つ示談交渉等における弁護士又は司法書士費用（着手金・実費等）の立替え（「代理援助」）* 裁判所に提出する書類の作成における司法書士又は弁護士費用（報酬・実費等）の立替え（「書類作成援助」）","次の要件を満たしている場合に援助を受けることができます。※法律相談援助の場合は**１**と**３**、代理援助と書類作成援助の場合は**１**から**３**のいずれも満たす必要があります。**1**. 資力が一定額以下であること夫婦間の紛争の場合を除き、原則として、配偶者の収入・資産を加算した金額で判断します。1. 月収が一定額以下であること単身者 182,000 円以下（200,200 円以下）２人家族 251,000 円以下（276,100 円以下）３人家族 272,000 円以下（299,200 円以下）４人家族 299,000 円以下（328,900 円以下）※（ ）内は、東京、大阪などの大都市の基準です。※５人家族以上は、１人増につき30,000 円（33,000 円）が加算されます。※医療費、教育費などの出費がある場合は、相当額が控除されます。※家賃・住宅ローンを負担している場合は、上記収入基準に下記の限度内でその全額が加算されます（東京都特別区については、別途定めあり。）。単身者／41,000 円 ２人家族／53,000 円3 人家族／66,000 円 ４人家族以上／71,000 円2. 保有資産が一定額以下であること現金、預貯金、有価証券、不動産（自宅と係争物件を除く）などの保有資産の価値を合計して（法律相談援助の場合は、現金と預貯金のみの合計）、次の基準を満たす必要があります。単身者／180 万円以下 ２人家族／250 万円以下3 人家族／270 万円以下 ４人家族／300 万円以下※３か月以内に医療費、教育費などの出費がある場合は控除されます。**2**.  勝訴の見込みがないとはいえないこと和解、調停、示談成立等による紛争解決の見込みがあるもの、自己破産の免責見込みがあるものなども含みます。**3**. 民事法律扶助の趣旨に適すること報復的感情を満たすだけや宣伝のためといった場合、または権利濫用的な訴訟の場合などは援助できません。"
"4935","災害復興住宅融資（建設）","「罹災証明書」を交付された住宅の所有者又は居住者が住宅を建設する場合に受けられる融資です。","* 自然災害により被害が生じた住宅の所有者又は居住者で、地方公共団体から「罹災証明書」を交付されている方が、住宅を建設する場合に受けられる融資です。* 融資が受けられる住宅部分の床面積の制限はありません※。※ 店舗併用住宅等の場合は、住宅部分の床面積が全体の約2分の1以上必要です。* 融資対象となる住宅については、独立行政法人住宅金融支援機構の定める基準を満たすことが必要です。* この融資は、融資の日から3年間の元金据置期間を設定でき、据置期間を設定すると返済期間を延長することができます。<table><thead><tr><th></th><th>融資限度額（※1）</th><th>返済期間（※2）</th></tr></thead><tbody><tr><td>土地取得資金なし</td><td>2,700万円</td><td rowspan=2>35年</td></tr><tr><td>土地取得資金あり</td><td>3,700万円</td></tr></tbody></table>※1 高齢者向け返済特例を利用した場合は、上記の融資限度額又は機構による担保評価額（建物と敷地の合計額）のいずれか低い額が上限となります。※2 高齢者向け返済特例を利用した場合の返済期間は、申込人（連帯債務者を含む）全員がお亡くなりになるまでです。なお、元金据置期間は設定できません。（注）その他詳細については独立行政法人住宅金融支援機構ホームページ（https://www.jhf.go.jp/loan/yushi/info/saigai.html ） 　又は下記のお問い合わせ先にご確認ください。","* ご自分が居住するため又は罹災した親等が住むための住宅を建設される方で、住宅が「全壊」、「大規模半壊」又は「半壊」した旨の「罹災証明書」の発行を受けた方が対象です。"
"4936","災害復興住宅融資（購入）","「罹災証明書」を交付された住宅の所有者又は居住者が住宅を購入する場合に受けられる融資です。","* 自然災害により被害が生じた住宅の所有者又は居住者で、地方公共団体から「罹災証明書」を交付されている方が、住宅を購入する場合に受けられる融資です。* 融資が受けられる住宅部分の床面積の制限はありません※。　※ 店舗併用住宅等の場合は、住宅部分の床面積が全体の約2分の1以上必要です。* 融資対象となる住宅については、独立行政法人住宅金融支援機構の定める基準を満たすことが必要です。* この融資は、融資の日から3年間の元金据置期間を設定でき、据置期間を設定すると返済期間を延長することができます。<table><thead><tr><th>融資限度額（※1）</th><th colspan=2>返済期間（※2）</th></tr></thead><tbody><tr><td>3,700万円</td><td>35年</td></tr></tbody></table>　※1 高齢者向け返済特例を利用した場合は、上記の融資限度額又は機構による担保評価額（建物と敷地の合計額）のいずれか低い額が上限となります。　※2 高齢者向け返済特例を利用した場合の返済期間は、申込人（連帯債務者を含む）全員がお亡くなりになるまでです。なお、元金据置期間は設定できません。（注）その他詳細については、独立行政法人住宅金融支援機構ホームページ（https://www.jhf.go.jp/loan/yushi/info/saigai.html ） 　又は下記のお問い合せ先にご確認ください。","* ご自分が居住するため又は罹災した親等が住むための住宅を購入される方で、住宅が「全壊」、「大規模半壊」又は「半壊」した旨の「罹災証明書」の発行を受けた方が対象です。"
"4937","災害復興住宅融資（補修）","「罹災証明書」を交付された住宅の所有者又は居住者が住宅を補修する場合に受けられる融資です。","* 自然災害により被害が生じた住宅の所有者又は居住者で、地方公共団体から「罹災証明書」を交付されている方が、住宅を補修する場合に受けられる融資です。* 融資対象となる住宅については、独立行政法人住宅金融支援機構の定める基準を満たすことが必要です。* この融資は、融資の日から1年間の元金据置期間を設定でき、据置期間を設定すると返済期間を延長することが出来ます。<table><thead><tr><th>融資限度額（※1）</th><th colspan=2>返済期間（※2）</th></tr></thead><tbody><tr><td>1,200万円</td><td>20年</td></tr></tbody></table>　※1 高齢者向け返済特例を利用した場合は、上記の融資限度額又は機構による担保評価額（建物と敷地の合計額）のいずれか低い額が上限となります。　※2 高齢者向け返済特例を利用した場合の返済期間は、申込人（連帯債務者を含む）全員がお亡くなりになるまでです。なお、元金据置期間は設定できません。（注）その他詳細については、独立行政法人住宅金融支援機構ホームページ（https://www.jhf.go.jp/loan/yushi/info/saigai.html ） 　又は下記のお問い合わせ先にご確認ください。","* ご自分が居住するため又は罹災した親等が住むための住宅を補修される方で、「罹災証明書」の発行を受けた方が対象です。"
"4938","住宅金融支援機構融資の返済方法の変更","住宅金融支援機構へ融資の返済中の被災者に対して、返済方法の変更を行います。","* 地震、津波、噴火、暴風雨又は洪水により被害を受けたご返済中の被災者（旧住宅金融公庫から融資を受けてご返済中の被災者を含む。）に対して、返済方法を変更することにより被災者を支援するものです。* 概要は次のとおりです。 1. 返済金の払込みの猶予：被災の程度に応じて、１～３年間 2. 払込猶予期間中の金利の引下げ：被災の程度に応じて、0.5～1.5％の金利引下げ（ただし、引下げ後の金利が０％を下回る場合は0.01％までの引下げ）※ フラット３５（買取型）の場合は0.5％引き下げた金利 3. 返済期間の延長：被災の程度に応じて、１～３年※ 支援の内容は、災害発生前の収入額や災害発生後の収入予定額、自己資金額等を加味した「罹災割合」に応じて決まります。詳しくは住宅金融支援機構又はお取り扱いの金融機関にご相談ください。※ （参考）住宅金融支援機構ホームページhttps://www.jhf.go.jp/loan/hensai/hisai.html","* 以下のいずれかに該当し、被災後の収入が機構で定める基準以下となる見込みの方が対象です。　1. 融資住宅等が損害を受け、その復旧に相当の費用が必要な方　2. 債務者又は家族が死亡・負傷したために、著しく収入が減少した方　3. 商品、農作物その他の事業財産又は勤務先が損害を受けたため、著しく収入が減少した方"
"4939","生活福祉資金制度による貸付（福祉費（住宅補修費））","被災した住宅の補修、保全、増築、改築等に必要な経費を貸し付けます。","* 災害により被害を受けた住宅の補修、保全、増築、改築等に必要な経費を貸し付けます。* 貸付限度額等は次のとおりです。<table><tbody><tr><th>貸 付 限 度 額</th><td colspan=2>２５０万円（目安）</td></tr><tr><th>貸 付 利 率</th><td>連帯保証人がいる場合：無利子<br />連帯保証人を立てない場合：年１．５％</td></tr><tr><th>据 置 期 間</th><td>貸付けの日から６月以内</td></tr><tr><th>償 還 期 間</th><td>据置期間経過後７年以内（目安）</td></tr></tbody></table> * なお、大規模災害時には、貸付対象世帯の拡大や、据置期間や償還期間の拡大などの特例措置を実施することがあります。* このほか、生活福祉資金には、総合支援資金、教育支援資金、不動産担保型生活資金があります。詳しくは、都道府県社会福祉協議会またはお住まいの地域の市町村社会福祉協議会にご相談ください。","* 低所得世帯、障害者世帯又は高齢者世帯* 災害弔慰金の支給等に関する法律の災害援護資金の対象となる世帯は適用除外"
